Time code,PV_Output (kw) ,Load (kw) ,System price (yen / kWhalfhour)
42,0,461.537938,4.495
43,0,480.847938,4.27
44,0,465.294324,3.61
45,0,425.391623,3.89
46,0,423.119168,3.83
47,0,382.845138,3.48
48,0,362.337538,3.48
1,0,350.013833,3.335
2,0,310.421833,3.32
3,0,286.675953,3.27
4,0,266.966268,3.245
5,0,260.170522,3.27
6,0,257.773347,3.27
7,0,261.631192,3.335
8,0,266.225277,3.335
9,0,282.362857,3.335
10,0,287.035544,3.335
11,0,290.350464,3.335
12,0.243459,309.653019,3.335
13,48.861574,336.342074,3.37
14,215.757017,327.461048,3.385
15,423.86987,349.544597,3.42
16,620.22437,318.356022,3.45
17,803.8606,317.845034,3.51
18,978.88074,322.368037,3.745
19,1127.00219,303.498837,3.88
20,1229.55872,304.311637,3.88
21,1294.149345,298.634752,3.86
22,1376.5698,305.371232,4.11
23,1357.98524,293.915672,4.32
24,1383.60807,317.401966,4.36
25,1366.30343,351.83094,3.63
26,1326.08048,369.99028,3.63
27,1279.02697,369.793417,4.385
28,1210.27705,378.9007,4.485
29,1092.85768,376.989105,4.485
30,933.69766,391.652367,4.485
31,782.52824,392.52025,4.485
32,603.811908,389.110276,4.585
33,403.140438,376.436352,4.67
34,250.718,399.010757,4.68
35,10.078285,437.701352,4.655
36,2.15744,491.378807,4.72
37,0.237776,535.158392,4.72
38,0,629.133837,4.72
39,0,610.341507,4.635
40,0,592.664082,4.545
41,0,551.690948,4.48
42,0,571.465213,4.205
43,0,552.918773,4.055
44,0,537.394273,3.845
45,0,481.852718,4.11
46,0,453.752608,4.11
47,0,435.391527,3.88
48,0,405.914748,3.88
1,0,373.952358,4.18
2,0,349.327819,3.75
3,0,319.443664,3.455
4,0,307.178283,3.455
5,0,277.096193,3.29
6,0,264.521177,3.3
7,0,256.993367,3.495
8,0,261.983678,3.685
9,0,285.388758,3.685
10,0,293.149253,3.75
11,0,299.950743,3.75
12,0.206023,323.728438,3.75
13,48.898625,334.285149,3.455
14,219.863454,330.75208,3.495
15,415.156365,346.467628,3.75
16,607.446204,335.352897,3.845
17,769.95085,318.688212,3.465
18,936.967281,312.472422,4.185
19,1073.58436,317.181657,4.11
20,1191.74542,294.230522,4.11
21,1270.27573,296.125412,4.055
22,1318.51842,303.496827,4.055
23,1262.10855,319.754607,4.11
24,1370.87288,324.768122,4.11
25,1366.78353,349.90801,3.63
26,1315.2959,370.40759,3.65
27,1265.378584,377.11584,4.255
28,1182.50383,372.059465,4.255
29,1076.053693,379.786865,4.11
30,943.5842,376.41071,4.11
31,788.22929,383.662225,4.18
32,615.942932,360.649575,4.43
33,422.757029,353.68178,4.43
34,227.482018,381.80742,4.485
35,71.03589,393.529151,4.485
36,4.451649,432.295517,4.51
37,0.078529,484.979902,4.555
38,0.090551,574.495027,4.555
39,0,578.131177,4.51
40,0,556.094048,4.485
41,0,569.617072,4.485
42,0,543.948538,4.405
43,0,553.216908,4.18
44,0,529.068396,3.6
45,0,488.285408,4.18
46,0,476.860458,3.99
47,0,454.061518,3.505
48,0,424.839068,3.75
1,0,387.989203,4.18
2,0,357.041429,3.75
3,0,319.918448,3.63
4,0,304.549173,3.34
5,0,286.233542,3.63
6,0,278.328358,3.635
7,0,271.503903,3.685
8,0,269.354862,3.75
9,0,287.606753,3.75
10,0,289.448143,3.75
11,0.019871,302.984483,3.75
12,0.098852,284.942503,3.3
13,28.171724,283.176748,3.75
14,165.624004,267.434253,3.63
15,366.91384,284.756413,3.725
16,565.828385,314.114301,3.75
17,752.54869,321.227457,3.385
18,915.63668,352.323242,3.75
19,1046.73553,373.13461,3.845
20,1182.3612,374.9372,3.845
21,1238.39341,417.124075,4.18
22,1299.87815,405.78477,3.845
23,1310.09359,424.715735,3.845
24,1323.21484,433.09815,3.845
25,1286.300387,462.03568,3.845
26,1253.49786,495.49824,3.845
27,1235.164773,511.470356,4.18
28,1146.585827,485.610925,4.365
29,1012.56602,476.3125,4.365
30,889.938624,465.583876,4.365
31,678.547609,459.89719,4.41
32,492.79498,453.517395,4.485
33,377.127965,458.68803,4.485
34,185.346358,454.91382,4.485
35,38.090419,464.48007,4.525
36,1.941008,498.4923,4.605
37,0.073981,555.4095,4.66
38,0.052497,605.60078,4.715
39,0,588.647431,4.635
40,0,569.091223,4.59
41,0,571.943437,4.505
42,0,541.116238,4.485
43,0,556.992887,4.47
44,0,529.944608,4.38
45,0,513.973633,4.055
46,0,492.181503,3.75
47,0,462.093283,3.75
48,0,441.629383,3.75
1,0,415.777992,3.255
2,0,375.307922,2.98
3,0,335.546628,2.975
4,0,311.641887,2.805
5,0,300.409217,2.975
6,0,283.752154,2.975
7,0,285.066382,2.975
8,0,277.055807,2.975
9,0,289.008668,3.135
10,0,289.025618,3.205
11,0,295.287938,3.63
12,0.050219,283.292353,3.39
13,0.825489,286.607583,3.42
14,1.694227,280.713902,3.32
15,5.209737,286.240388,3.285
16,13.633883,309.113242,3.22
17,10.551833,337.893352,3.36
18,10.377893,351.436627,3.66
19,28.687165,387.605391,4.18
20,23.299508,372.061401,4.27
21,44.002152,368.904722,4.255
22,70.481194,362.408646,4.27
23,137.900998,330.685786,4.18
24,162.874745,330.910641,4.11
25,195.60929,341.180781,4.11
26,258.424229,323.887416,4.11
27,122.857726,312.536431,4.345
28,127.449864,294.589527,4.47
29,140.435499,282.878191,4.525
30,109.246156,291.660378,4.565
31,193.969184,289.807173,4.57
32,74.298646,281.170276,4.685
33,28.788692,280.33373,5.25
34,5.653573,301.880406,5.87
35,2.801182,326.418848,6.13
36,0.738946,377.201857,6.17
37,0.385665,416.418583,6.48
38,0.052536,403.995366,6.48
39,0.00538,412.366014,6.17
40,0,407.984592,6.13
41,0,420.870276,6.265
42,0,408.105219,5.09
43,0,400.048913,4.6
44,0,410.710759,4.51
45,0,402.683693,4.4
46,0.00538,388.052733,4.335
47,0,359.882654,4.255
48,0,342.447678,4.11
1,0,315.650248,4.11
2,0,295.247178,4.055
3,0,277.462083,3.28
4,0,266.083843,3.28
5,0,248.656832,3.28
6,0,253.283082,3.495
7,0,255.012428,3.845
8,0,261.129518,4.11
9,0,283.464573,4.11
10,0,281.504893,4.11
11,0.062033,294.380307,4.11
12,0.337373,287.903952,4.11
13,1.966559,275.078847,4.11
14,8.976039,273.593872,4.11
15,31.188709,295.794842,3.835
16,90.686227,286.446069,4.025
17,34.778766,313.705194,3.955
18,90.942695,316.173256,4.27
19,161.219759,321.144217,4.27
20,215.91408,317.959401,4.31
21,163.707376,310.993596,4.42
22,156.019075,313.00914,4.27
23,112.108316,277.198536,4.27
24,209.404563,272.971336,4.27
25,318.32119,294.823275,3.845
26,402.29989,291.079415,3.845
27,474.3587,257.067677,4.11
28,646.20558,252.196238,4.27
29,503.48013,262.980177,4.485
30,455.7376,260.894176,4.505
31,236.658001,268.356536,4.485
32,288.010855,248.987515,4.815
33,346.88948,258.299591,5.77
34,238.52775,264.620581,6.48
35,38.681454,289.120266,6.48
36,4.231629,358.272215,6.48
37,0.212004,459.849047,6.48
38,0,479.69975,6.48
39,0,472.735993,5.285
40,0,445.496778,4.7
41,0,463.870411,4.605
42,0,431.717898,4.485
43,0,439.096672,4.27
44,0,418.711133,4.11
45,0,394.142563,4.27
46,0,374.851313,4.27
47,0,355.996309,4.11
48,0,340.159578,4.11
1,0,310.809583,3.845
2,0,283.984963,3.845
3,0,270.553068,3.75
4,0,245.735218,3.495
5,0,246.860817,3.295
6,0,251.236273,3.745
7,0,254.427547,3.75
8,0,271.201052,3.75
9,0,295.463284,3.755
10,0.00538,294.121502,3.845
11,0.017872,311.625638,3.845
12,0.108983,304.587508,3.845
13,10.105833,321.161248,3.845
14,47.51715,357.427587,3.845
15,161.283429,343.918923,3.75
16,385.85648,324.869248,3.275
17,595.99344,300.145732,3.345
18,429.78792,283.33342,3.75
19,956.05052,264.791455,3.755
20,399.72226,235.139872,3.685
21,1116.93049,241.185332,3.49
22,1548.66219,233.507155,3.49
23,1382.43683,236.83068,3.485
24,1391.34444,248.199324,3.445
25,1304.91496,274.780435,3
26,1312.42772,281.4553,3
27,1306.17616,287.12024,3
28,1234.22784,292.634475,3.275
29,1137.69702,298.56699,3.295
30,1032.49869,299.1315,3.845
31,810.93477,300.103725,4.205
32,302.34725,288.7904,4.485
33,355.215843,302.59215,4.65
34,221.945046,293.04831,5.22
35,32.049671,312.89931,5.285
36,2.365804,366.500855,5.94
37,0.064182,424.189077,5.405
38,0.020483,469.728401,5.32
39,0,487.942773,4.95
40,0,458.675808,4.625
41,0,421.861598,4.525
42,0,439.891332,4.45
43,0,429.251577,4.27
44,0,408.194127,4.055
45,0,395.333942,4.11
46,0,385.637237,4.18
47,0,359.815907,3.845
48,0,344.355128,3.845
1,0,304.976583,4.21
2,0,286.702968,3.75
3,0,254.735208,3.63
4,0,243.723313,3.37
5,0,243.522792,3.37
6,0,247.683143,3.5
7,0,247.743263,3.745
8,0,267.979217,3.75
9,0,272.23272,3.75
10,0,288.986687,3.755
11,0.011338,291.175819,4.055
12,0.08608,306.133473,4.255
13,7.314449,333.631698,4.23
14,145.933866,327.778298,4.055
15,199.01204,366.637127,3.75
16,164.53319,323.726203,3.345
17,231.462115,296.398463,3.25
18,328.82562,282.85669,3.445
19,632.88884,264.295435,3.785
20,902.17764,242.274989,3.745
21,691.57408,217.273915,3.69
22,705.17283,227.012711,3.595
23,1184.40618,230.934075,3.685
24,1448.47204,242.00447,3.795
25,1466.17366,249.983615,3.275
26,1436.95892,245.720465,3.38
27,1295.46071,243.23739,3.685
28,1035.59774,242.25162,3.845
29,1185.41636,240.318055,3.845
30,1006.96322,236.00339,4.065
31,383.18222,233.960475,4.485
32,233.232325,232.595314,4.55
33,48.571365,245.130201,4.685
34,3.114004,261.496331,4.765
35,2.716843,312.0736,4.695
36,2.249792,367.152426,5.22
37,0.741528,403.197413,5.285
38,0.105427,439.252301,4.91
39,0,439.062953,4.59
40,0,455.234084,4.545
41,0,416.264863,4.45
42,0,406.652748,4.235
43,0,398.588687,4.27
44,0,380.441733,3.845
45,0,394.821492,4.11
46,0,372.890392,3.95
47,0,352.972633,3.745
48,0,340.396693,3.63
1,0,315.764313,3.845
2,0,283.374153,3.29
3,0,263.259749,3.37
4,0,248.898633,3.3
5,0,246.536713,3.285
6,0,246.332368,3.285
7,0,253.797032,3.29
8,0,251.828962,3.29
9,0,273.381403,3.29
10,0,274.120073,3.37
11,0.044279,290.256273,3.29
12,0.35838,300.838382,3.505
13,4.140554,334.789504,3.745
14,18.143871,345.94746,3.75
15,60.641008,354.590605,3.63
16,167.482495,343.044706,3.845
17,231.96375,299.661161,3.63
18,267.128254,296.905541,4.055
19,436.44407,263.442953,4.11
20,538.22942,240.033961,4.11
21,796.121,231.683466,4.11
22,669.336902,228.13289,4.22
23,1581.02469,225.094419,4.18
24,678.37845,232.39226,4.11
25,582.34653,233.773235,3.845
26,955.75551,234.759446,3.845
27,893.83769,246.311055,4.11
28,453.63767,244.91228,4.27
29,371.30743,237.86208,4.485
30,200.690496,242.337871,4.485
31,210.926255,244.134657,4.525
32,95.751239,238.116294,4.995
33,15.114447,255.24916,5.01
34,11.820335,278.23033,5.09
35,2.455947,298.54914,5.21
36,0.653773,374.507611,5.21
37,0.076492,410.946737,5.21
38,0,437.076391,5.135
39,0,459.359078,4.755
40,0,444.387208,4.595
41,0,422.949288,4.49
42,0,420.167223,4.47
43,0,423.855998,4.055
44,0,404.452492,4.005
45,0,388.931856,4.11
46,0,364.368343,4.055
47,0,365.776403,4.055
48,0,346.892322,4.055
1,0,329.339517,4.27
2,0,304.256963,4.055
3,0,275.763174,3.67
4,0,261.316454,3.5
5,0,252.314763,3.47
6,0,257.426853,3.47
7,0,256.477148,3.54
8,0,267.786593,3.67
9,0,280.271843,3.75
10,0,286.801107,3.67
11,0,295.937683,3.75
12,0.31345,302.846362,3.75
13,24.977087,311.640318,3.75
14,179.141285,345.526373,3.75
15,394.478598,340.381417,3.57
16,601.15856,322.642287,3.54
17,792.83574,304.344752,3.515
18,936.61176,295.819095,3.845
19,949.96693,272.437835,4.055
20,1211.64056,249.388245,4.27
21,1279.84652,255.23733,4.355
22,1346.82283,247.30324,4.45
23,1495.45271,264.41347,4.45
24,1500.13179,276.843835,4.45
25,1089.2067,289.78281,4.27
26,1214.79097,291.45453,4.27
27,1215.63702,303.4072,4.485
28,1119.38637,309.05451,4.485
29,982.17217,305.946225,4.485
30,844.86011,308.36486,4.485
31,683.10611,314.080365,4.5
32,488.65619,320.5053,4.585
33,294.397704,321.517475,5.11
34,91.268093,335.780595,5.535
35,14.854491,358.181774,5.535
36,1.654097,403.002855,5.535
37,0.448253,474.416766,5.535
38,0.0399,538.69745,6
39,0,522.011576,5.535
40,0,507.248992,5.535
41,0,493.805343,4.71
42,0,479.281412,4.615
43,0,468.974128,4.565
44,0,462.753833,4.33
45,0,427.608173,4.27
46,0,415.799738,4.11
47,0,400.007932,3.845
48,0,359.895393,3.845
1,0,353.753118,3.75
2,0,314.907708,3.57
3,0,297.256462,3.62
4,0,273.352109,3.52
5,0,269.470348,3.29
6,0,263.141818,3.085
7,0,255.447008,3.305
8,0,268.179432,3.305
9,0,288.095338,3.33
10,0,273.394422,3.57
11,0.029468,286.256573,3.57
12,0.160815,296.036897,3.57
13,1.613479,286.305223,3.24
14,7.967899,279.857348,3.05
15,26.422338,295.747503,3.01
16,72.375625,312.148712,3.015
17,43.543353,338.462818,3.285
18,48.683189,346.489166,3.42
19,47.605668,356.504751,3.62
20,33.439147,341.858151,3.62
21,108.240943,316.885753,3.67
22,241.224594,322.277373,3.52
23,379.75633,301.841644,3.75
24,887.02725,310.284065,3.75
25,505.58992,296.698676,3.815
26,431.67261,317.972615,3.75
27,335.18212,283.017765,3.75
28,434.99548,286.659031,3.75
29,230.558415,274.457431,3.75
30,195.380172,256.16787,4.055
31,116.331498,250.591526,3.94
32,60.442817,256.712412,4.365
33,30.192686,266.012707,4.45
34,14.894519,279.966157,4.485
35,2.144614,295.365495,4.71
36,0.072625,355.557991,5.09
37,0,417.736443,5.18
38,0,446.857728,5.165
39,0,427.959602,4.74
40,0,425.685027,4.64
41,0,426.004862,4.535
42,0,408.008933,4.485
43,0,401.774538,4.485
44,0,398.443068,4.38
45,0,385.397292,4.055
46,0,369.870842,3.845
47,0,339.248823,3.845
48,0,337.384788,3.815
1,0,318.810648,4.145
2,0,304.634973,3.75
3,0,278.949368,3.67
4,0,262.261657,3.625
5,0,248.644213,3.35
6,0,248.539378,3.35
7,0,255.808732,3.63
8,0,267.628093,3.67
9,0,292.023428,3.75
10,0,284.687949,3.75
11,0,286.416409,3.75
12,0,285.215843,3.79
13,0.401397,270.199472,4.27
14,6.49954,303.585527,4.055
15,14.834193,296.800817,4.27
16,129.200969,343.992477,4.27
17,164.56858,358.370183,4.055
18,145.162248,347.290588,4.485
19,112.790198,351.641218,4.485
20,146.545588,345.535346,4.485
21,104.471554,344.937019,4.45
22,138.393718,330.626838,4.485
23,84.106983,343.235583,4.485
24,106.743149,345.516213,4.485
25,89.346128,364.033517,4.11
26,119.159711,346.747088,4.335
27,42.306978,326.582879,4.505
28,21.731024,320.544243,4.74
29,107.259087,321.684923,6.055
30,36.087063,321.155143,6.29
31,40.879714,316.113999,6.305
32,23.142475,309.627407,6.605
33,18.915989,321.948155,6.67
34,66.65889,338.457969,6.67
35,6.000159,350.935049,6.735
36,1.22436,427.418668,6.735
37,0.014378,506.653458,6.48
38,0.059429,520.696812,6.1
39,0,485.598438,5.285
40,0,454.269628,4.995
41,0,445.143288,4.635
42,0,458.480568,4.585
43,0,430.344478,4.49
44,0,406.332778,4.41
45,0,395.593308,4.39
46,0,377.554304,4.325
47,0,363.724593,4.27
48,0,351.931768,4.27
1,0.00538,324.544017,4.04
2,0,299.611858,4.04
3,0,272.892413,4.04
4,0,273.273902,4.04
5,0,276.687353,4.04
6,0,271.206102,4.04
7,0.00538,279.538133,4.04
8,0.00538,286.810467,4.04
9,0,300.196983,4.045
10,0.010759,306.252238,4.145
11,0,303.45707,4.045
12,0.461226,339.692609,4.145
13,2.171278,337.009082,4.255
14,12.00058,387.660874,4.33
15,36.490272,431.472413,4.33
16,120.540621,392.415687,4.5
17,89.090596,354.366102,4.565
18,92.154091,311.184671,4.655
19,229.869361,298.525122,5.5
20,212.61101,285.833135,5.865
21,146.493942,269.688827,4.755
22,338.6234,265.268817,4.755
23,495.52221,262.175726,4.73
24,262.44611,259.133855,4.73
25,458.64064,282.75564,4.455
26,363.1591,270.479098,4.455
27,322.19791,266.582549,5.185
28,304.48392,254.80959,7.355
29,236.327145,249.085549,7.355
30,210.89361,260.619983,7.355
31,167.426642,255.290967,7.355
32,272.256055,254.740842,7.355
33,138.519183,246.998231,7.355
34,28.148883,272.633747,7.355
35,6.475275,303.622267,7.355
36,1.859356,399.574577,7.355
37,0.107095,458.373169,7.355
38,0.024072,488.97846,7.355
39,0,497.918162,7.355
40,0,475.686498,6.235
41,0,459.027149,5.205
42,0,477.055506,4.795
43,0,444.12209,4.655
44,0,439.565538,4.655
45,0,419.290568,5.44
46,0,389.423483,4.87
47,0.010759,361.158162,4.495
48,0,360.760572,4.255
1,0,329.426297,4.255
2,0,306.319933,4.14
3,0,293.48314,3.895
4,0,277.706894,3.885
5,0,267.881927,3.84
